hotelcode,hotelid,hotelname
3366,S220198,ホテル鞠水亭
3367,S220199,ホテル九重
3368,S220200,舘山寺サゴーロイヤルホテル
3369,S220201,時わすれ 開華亭
3370,S220202,浜名湖グランドホテルさざなみ館
3372,S220204,ＴＨＥ ＨＡＭＡＮＡＫＯ（ザ 浜名湖）
3373,S220205,浜名湖レークサイドプラザ
3374,S220206,ホテルグリーンプラザ浜名湖
3375,S220207,リステル浜名湖
3376,S220208,国民宿舎 奥浜名湖
3377,S230001,翠明旅館
3378,S230002,湯の風ＨＡＺＵ
3380,S230004,休暇村 茶臼山高原
3381,S230005,シーパレスリゾート
3382,S230006,ホテルアソシア豊橋
3383,S230007,豊鉄ターミナルホテル
3384,S230008,ロワジールホテル豊橋
3385,S230009,ＰＬＡＺＡ ＩＮＮ 豊橋
3386,S230010,ホテルアークリッシュ豊橋
3388,S230012,伊良湖ビューホテル
3389,S230013,伊良湖シーパーク＆スパ
3390,S230014,休暇村 伊良湖
3392,S230016,ホテル 明山荘
3393,S230017,松風園
3394,S230018,平野屋
3395,S230019,ひがきホテル
3396,S230020,蒲郡ホテル
3397,S230021,ホテル竹島
3398,S230022,天の丸
3399,S230023,冨士見荘
3400,S230024,銀波荘
3401,S230025,天空海遊の宿 末広
3402,S230026,ホテルたつき
3403,S230027,ホテル 東海園
3404,S230028,姫宿 花かざし
3405,S230029,和のリゾートはづ
3406,S230030,鈴岡
3407,S230031,吉良かん（吉良観光ホテル）
3408,S230032,竜宮ホテル
3409,S230033,三河湾リゾートリンクス
3410,S230034,三河湾ヒルズホテル
3411,S230035,岡崎ニューグランドホテル
3412,S230036,ホテルトヨタキャッスル
3413,S230037,猿投温泉 ホテル金泉閣
3414,S230038,紫翠閣 とうふや
3415,S230039,ホテルクラウンパレス知立
3416,S230040,名古屋マリオットアソシアホテル
3418,S230042,第一富士ホテル
3419,S230043,チサンイン名古屋
3420,S230044,ホテルサンルートプラザ名古屋
3421,S230045,モンブランホテルラフィネ名古屋駅前
3422,S230046,ザ サイプレス メルキュールホテル名古屋
3423,S230047,名古屋サミットホテル
3424,S230048,名鉄グランドホテル
3425,S230049,つちやホテル
3426,S230050,料理旅館なごや花亭美よし
3427,S230051,名古屋リバティホテル
3428,S230052,ダイワロイネットホテル名古屋新幹線口
3429,S230053,ダイワロイネットホテル名古屋駅前
3431,S230055,都心の天然温泉 名古屋クラウンホテル
3432,S230056,ヒルトン名古屋
3433,S230057,名古屋観光ホテル
3434,S230058,名古屋伏見モンブランホテル
3435,S230059,ホテルウィングインターナショナル名古屋
3436,S230060,リッチモンドホテル名古屋納屋橋
3438,S230062,名古屋東急ホテル
3439,S230063,名古屋栄東急ＲＥＩホテル
3440,S230064,東京第一ホテル錦
3442,S230066,ｔｈｅ ｂ 名古屋
3444,S230068,アパホテル＜名古屋錦＞ＥＸＣＥＬＬＥＮＴ
3445,S230069,ホテルマイステイズ名古屋栄
3446,S230070,第二富士ホテル
3447,S230071,ベストウェスタンホテル名古屋
3448,S230072,ホテルセントメイン名古屋
3449,S230073,プリンセスガーデンホテル
3450,S230074,ホテルトラスティ名古屋栄
3452,S230076,ホテルルートイン名古屋栄
3453,S230077,名古屋栄ワシントンホテルプラザ
3454,S230078,名古屋ガーデンパレス
3455,S230079,ホテルナゴヤキャッスル
3456,S230080,ＡＮＡクラウンプラザホテルグランコート名古屋
3457,S230081,サイプレスガーデンホテル
3458,S230082,ホテルキヨシ名古屋
3459,S230083,ホテルキヨシ名古屋第２
3460,S230084,名古屋金山ホテル
3461,S230085,メルパルク名古屋
3462,S230086,名古屋笠寺ワシントンホテルプラザ
3463,S230087,中部国際空港セントレアホテル
3464,S230088,東横イン中部国際空港本館オレンジサイド
3465,S230089,呼帆荘
3466,S230090,浜辺のホテル松涛
3467,S230091,いいね！ ホテル レシーア南知多
3468,S230092,源氏香
3469,S230093,海栄館 鯱亭
3470,S230094,肅 海風
3471,S230095,花乃丸
3472,S230096,活魚の美舟
3473,S230097,香翠荘
3475,S230099,篠島観光ホテル大角
3476,S230100,ホテル日間賀荘
3477,S230101,旅館 おとは
3478,S230102,名鉄犬山ホテル
3481,S240001,ガーデンホテルオリーブ
3482,S240002,ホテル花水木
3483,S240003,ホテルナガシマ
3484,S240004,ホテル多度温泉
3485,S240005,都ホテル 四日市
3486,S240006,プラトンホテル四日市
3488,S240008,四日市シティホテルアネックス
3489,S240009,ホテル湯の本
3490,S240010,鹿の湯ホテル
3491,S240011,彩向陽
3492,S240012,寿亭
3493,S240013,グリーンホテル
3495,S240015,鈴鹿サーキットホテル
3496,S240016,ホテルグリーンパーク鈴鹿
3497,S240017,ホテルハイシティセレンテ
3498,S240018,都シティ 津（旧：津都ホテル）
3499,S240019,ホテルサンルート津
3500,S240020,湯元 榊原舘
3501,S240021,榊原白雲荘
3502,S240022,旅館清少納言
3504,S240024,美杉リゾートホテルＡＮＮＥＸ
3505,S240025,ココパリゾートクラブ
3506,S240026,フレックスホテル
3507,S240027,メナード青山ホテル
3508,S240028,メナード青山リゾート ホテルシャンベール
3510,S240030,メナード青山リゾート和風館雅楽司
3511,S240031,青山ガーデンリゾート ホテルローザブランカ
3512,S240032,赤目温泉隠れの湯 対泉閣
3513,S240033,青蓮寺レークホテル
3514,S240034,伊勢パールピアホテル
3515,S240035,千の杜
3516,S240036,斎王の宮
3517,S240037,神宮会館
3518,S240038,山田館
3519,S240039,朝日館
3520,S240040,ホテル清海
3521,S240041,松嶋館
3522,S240042,松新旅館
3524,S240044,麻野館
3525,S240045,浜千代館
3526,S240046,潮香苑
3527,S240047,海洋楼
3528,S240048,松阪屋 吸霞園
3530,S240050,日章館
3531,S240051,旅荘 海の蝶
3532,S240052,鳥羽シーサイドホテル
3533,S240053,戸田家
3534,S240054,鳥羽グランドホテル
3535,S240055,扇芳閣
3536,S240056,ホテル浜離宮
3538,S240058,鳥羽ビューホテル花真珠
3539,S240059,鳥羽国際ホテル潮路亭
3540,S240060,鳥羽国際ホテル
3541,S240061,ホテルマリテーム海幸園
3542,S240062,胡蝶蘭
3543,S240063,ホテル和光
3544,S240064,ホテルメ湯楽々
3545,S240065,新松嶋
3546,S240066,ホテル アルティア鳥羽
3547,S240067,錦海楼
3548,S240068,鳥羽わんわんパラダイスホテル
3549,S240069,旅館海月
3550,S240070,寿々波別館 錦浦館
3551,S240071,鳥羽小浜荘
3553,S240073,ホテルリゾート彩花亭
3555,S240075,定洋
3556,S240076,波音の宿 中村屋
3557,S240077,寿々波
3558,S240078,サン浦島 悠季の里
3559,S240079,タラサ志摩ホテル＆リゾート
3560,S240080,あじ蔵 ｃａｒｏ ｃａｒｏ
3561,S240081,石鏡第一ホテル神倶良
3562,S240082,心に宿る 芭新萃
3563,S240083,リゾートヒルズ豊浜蒼空の風
3564,S240084,浜の雅亭 一井
3565,S240085,ホテル松浪
3566,S240086,相差パシフィックホテル
3567,S240087,潮美館
3568,S240088,ホテル志摩スペイン村
3569,S240089,シーズンイン アミーゴス
3570,S240090,リゾートイン磯部
3571,S240091,風待ちの湯 福寿荘
3572,S240092,はいふう
3573,S240093,Ｈｏｔｅｌ＆Ｒｅｓｏｒｔｓ ＩＳＥ ＳＨＩＭＡ
3574,S240094,いかだ荘 山上
3575,S240095,旅館 橘
3576,S240096,料理旅館 丸寅
3577,S240097,安乗シーサイドホテル
3578,S240098,賢島宝生苑
3579,S240099,志摩観光ホテル ザ クラシック
3580,S240100,志摩観光ホテル ザ ベイスイート
3581,S240101,都リゾート 志摩 ベイサイドテラス
3583,S240103,伊勢志摩国立公園 賢島の宿 みち潮
3584,S240104,クインテッサホテル伊勢志摩
3585,S240105,ＮＥＭＵ ＲＥＳＯＲＴ ＨＯＴＥＬ ＮＥＭＵ
3588,S240108,シーサイドホテル鯨望荘
3589,S240109,プレミアリゾート 夕雅 伊勢志摩
3591,S240111,残酷焼の宝来荘
3592,S240112,ねぼーや
3593,S240113,都リゾート 奥志摩 アクアフォレスト
3594,S240114,リゾートパークともやま
3595,S240115,志摩別邸 ひろはま荘
3596,S240116,新和具荘
3597,S240117,旅館二葉
3598,S240118,ホテル季の座
3599,S240119,世界遺産リゾート 熊野倶楽部
3600,S250001,ホテル＆リゾーツ 長浜
3601,S250002,浜湖月
3602,S250003,伊吹高原荘
3603,S250004,双葉荘
3604,S250005,琵琶湖コンファレンスセンター
3605,S250006,料亭旅館 やす井
3606,S250007,ホテルニューオウミ
3607,S250008,休暇村 近江八幡
3608,S250009,ホテルボストンプラザ草津 びわ湖
3609,S250010,アーバンホテル草津
3610,S250011,クサツエストピアホテル
3611,S250012,琵琶湖マリオットホテル
3613,S250014,びわ湖大津プリンスホテル
3614,S250015,琵琶湖ホテル
3616,S250017,ホテルテトラ大津．京都
3617,S250018,アヤハレークサイドホテル
3618,S250019,ホテルブルーレーク大津
3620,S250021,びわこの千松
3621,S250022,里湯昔話 雄山荘
3622,S250023,湯元舘
3623,S250024,琵琶湖グランドホテル
3624,S250025,暖灯館 きくのや
3625,S250026,京近江
3626,S250027,びわこ緑水亭
3627,S250028,びわ湖花街道
3628,S250029,延暦寺会館
3629,S250030,今津 サンブリッジホテル
3630,S250031,奥琵琶湖マキノパークホテル＆セミナーハウス
3631,S250032,白浜荘
3632,S260001,都ホテル 京都八条（旧：新・都ホテル）
3633,S260002,ホテルグランヴィア京都
3634,S260003,京都新阪急ホテル
3636,S260005,リーガロイヤルホテル京都
3637,S260006,ホテル京阪京都グランデ
3638,S260007,京都センチュリーホテル
3639,S260008,京湯元 ハトヤ瑞鳳閣
3640,S260009,京都タワーホテルアネックス
3641,S260010,アパホテル＜京都駅堀川通＞
3642,S260011,京都タワーホテル
3643,S260012,アパホテル＜京都駅前＞
3644,S260013,ホテル佐野家
3645,S260014,イビススタイルズ京都ステーション
3646,S260015,ホテル法華クラブ京都
3647,S260016,さと茂旅館
3648,S260017,松本旅館
3649,S260018,ホテルセントノーム京都
3650,S260019,銀閣
3651,S260020,ダイワロイネットホテル京都八条口
3652,S260021,京都東急ホテル
3653,S260022,和泉屋旅館
3654,S260023,聞法会館
3655,S260024,魚岩旅館
3656,S260025,尾張屋旅館
3657,S260026,なごみ宿 都和
3659,S260028,ホテルステーション京都
3660,S260029,京の宿 北海舘 お花坊
3661,S260030,旅館 若みや
3662,S260031,ホテルステーション京都・西館
3663,S260032,ホテル近江屋
3664,S260033,たき川旅館 本館
3665,S260034,ＨＯＴＥＬ ＫＡＮＲＡ ＫＹＯＴＯ
3666,S260035,東寺 洛南会館
3667,S260036,三井ガーデンホテル京都四条
3668,S260037,ホテル日航プリンセス京都
3669,S260038,スマイルホテル京都四条
3670,S260039,からすま京都ホテル
3671,S260040,ＥＮ ＨＯＴＥＬ Ｋｙｏｔｏ（旧 コートホテル京都四条）
3672,S260041,綿善旅館
3673,S260042,ホテルマイステイズ京都四条
3674,S260043,旅館平新
3675,S260044,ユニゾイン京都河原町四条
3676,S260045,金波樓
3677,S260046,旅館 日昇別荘
3678,S260047,三木半旅館
3679,S260048,炭屋旅館
3680,S260049,京都セントラルイン
3681,S260050,京乃宿 加ぎ平
3682,S260051,ホテル ウオジ苑
3683,S260052,松井本館
3685,S260054,ホテルモントレ京都
3686,S260055,三井ガーデンホテル京都三条
3687,S260056,ホテルギンモンド京都
3688,S260057,京都ガーデンホテル
3689,S260058,ハートンホテル京都
3690,S260059,旅庵花月
3691,S260060,松井別館 花かんざし
3692,S260061,旅館 こうろ
3693,S260062,ホテルシャトレーイン京都
3695,S260064,京都ホテルオークラ
3698,S260067,柊家旅館
3699,S260068,石長松菊園
3701,S260070,お宿 いしちょう
3702,S260071,ホテル 本能寺
3703,S260072,幾松
3704,S260073,ホテル 杉長
3706,S260075,ＮＩＳＨＩＹＡＭＡ ＲＹＯＫＡＮ
3707,S260076,柊家別館
3708,S260077,加茂川館
3711,S260080,京都リッチホテル
3713,S260082,京都ブライトンホテル
3714,S260083,京都ガーデンパレス
3715,S260084,御所西 京都平安ホテル
3716,S260085,ホテル ルビノ京都堀川
3717,S260086,京都シティホテル
3718,S260087,プチホテル京都
3720,S260089,ＡＮＡクラウンプラザホテル京都
3721,S260090,京都国際ホテル
3722,S260091,シティペンション リオンドール
3723,S260092,アークホテル京都
3724,S260093,リノホテル京都
3726,S260095,ハイアット リージェンシー 京都
3727,S260096,ホテル東山閣
3728,S260097,晴鴨樓
3729,S260098,瞑想の湯 ホテル秀峰閣
3730,S260099,ぎおん 畑中
3731,S260100,京料理 京の宿 坂の上
3732,S260101,花 楽
3733,S260102,祇園の宿 舞風館
3734,S260103,知恩院 和順会館
3735,S260104,純和風料理旅館き乃ゑ
3736,S260105,祇をん新門荘
3737,S260106,アパホテル＜京都祇園＞ＥＸＣＥＬＬＥＮＴ
3739,S260108,春夏秋雪 京乃宿 ギオン福住
3740,S260109,日昇館 尚心亭
3741,S260110,ますや旅館
3742,S260111,ウェスティン都ホテル京都
3743,S260112,南禅寺 八千代
3744,S260113,ホテル平安の森 京都
3745,S260114,聖護院 御殿荘
3746,S260115,京都トラベラーズ・イン
3747,S260116,さわや本店
3749,S260118,四季育む宿 然林房
3750,S260119,ルブランペンション宇多野
3751,S260120,花園会館
3752,S260121,嵐山温泉彩四季の宿 花筏
3753,S260122,旅亭 嵐月
3754,S260123,渡月亭
3755,S260124,ホテルビナリオ嵯峨嵐山（コミュニティ嵯峨野）
3756,S260125,もみぢ家
3757,S260126,高雄観光ホテル
3758,S260127,魚山園
3759,S260128,大原温泉 湯元 京の民宿 大原の里
3760,S260129,貴船 べにや
3761,S260130,ザ・プリンス 京都宝ヶ池
3762,S260131,アピカルイン京都
3764,S260133,ロテルド比叡
3765,S260134,アーバンホテル京都
3766,S260135,花やしき 浮舟園
3767,S260136,光流園 静山荘
3768,S260137,けいはんなプラザホテル
3769,S260138,レイクフォレストリゾート
3770,S260139,すみや亀峰菴
3771,S260140,おもてなしの宿 渓山閣
3772,S260141,松園荘 保津川亭
3773,S260142,里山の休日 京都・烟河（亀岡ハイツ）
3774,S260143,ホテル 北野屋
3775,S260144,文珠荘
3776,S260145,天橋立ホテル
3777,S260146,文珠荘松露亭
3778,S260147,対橋楼
3779,S260148,オーベルジュ天橋立
3780,S260149,天橋立荘
3781,S260150,橋立ベイホテル
3782,S260151,ホテル＆リゾーツ 京都 宮津
3783,S260152,茶六 別館
3784,S260153,清輝楼
3785,S260154,ホテル丹後 なかむら荘
3786,S260155,油屋
3787,S260156,丹後の湯宿 ゑびすや
3788,S260157,佳松苑
3791,S260160,民宿 きもと
3792,S260161,昭恋館 よ志のや
3793,S260162,間人温泉 炭平
3794,S260163,久美の浜 みなと悠悠
3795,S260164,小天橋
3796,S270001,ホテルマイステイズ新大阪コンファレンスセンター
3797,S270002,ニューオーサカホテル
3798,S270003,コートヤード・バイ・マリオット 新大阪ステーション
3799,S270004,大阪ガーデンパレス
3800,S270005,ホテルコンソルト
3801,S270006,新大阪ワシントンホテルプラザ
3802,S270007,ホテルクライトン新大阪
3803,S270008,新大阪サニーストンホテル
3804,S270009,プラザオーサカ
3805,S270010,ウェスティンホテル大阪
3806,S270011,ホテル阪急インターナショナル
3807,S270012,ホテル コムズ 大阪
3808,S270013,ラマダホテル大阪
3809,S270014,ホテルビナリオ梅田
3810,S270015,大阪新阪急ホテル
3811,S270016,大阪第一ホテル
3812,S270017,ホテルグランヴィア大阪
